1.0007810e+05, 1.7420470e+03, -9.1499980e+01
7.9453130e+04, 1.7440320e+03, -8.1707510e+01
6.3140620e+04, 1.7487660e+03, -7.2508360e+01
5.0203120e+04, 1.7496140e+03, -6.8876620e+01
3.9890620e+04, 1.7516270e+03, -6.6640880e+01
3.1640630e+04, 1.7557780e+03, -6.8444100e+01
2.5171880e+04, 1.7594820e+03, -6.9812830e+01
2.0015620e+04, 1.7624360e+03, -7.6543880e+01
1.5890620e+04, 1.7669000e+03, -8.2247410e+01
1.2609380e+04, 1.7727300e+03, -9.6595800e+01
1.0078130e+04, 1.7795820e+03, -1.0944800e+02
8.0156250e+03, 1.7861220e+03, -1.2742120e+02
6.3281250e+03, 1.7943540e+03, -1.4971900e+02
5.0156250e+03, 1.8069530e+03, -1.7805760e+02
3.9843750e+03, 1.8181880e+03, -2.1005830e+02
3.1709560e+03, 1.8324440e+03, -2.4707060e+02
2.5275730e+03, 1.8475650e+03, -2.9046430e+02
1.9761030e+03, 1.8698150e+03, -3.4963260e+02
1.5775240e+03, 1.8907090e+03, -4.1701350e+02
1.2656250e+03, 1.9129710e+03, -4.9163240e+02
9.9826400e+02, 1.9389350e+03, -5.9546870e+02
7.9687500e+02, 1.9664210e+03, -7.1456410e+02
6.2779020e+02, 2.0036310e+03, -8.6969950e+02
5.0551470e+02, 2.0381140e+03, -1.0436910e+03
3.9799530e+02, 2.0852400e+03, -1.2792740e+03
3.1550480e+02, 2.1402910e+03, -1.5631230e+03
2.5240380e+02, 2.2045740e+03, -1.8980990e+03
1.9862290e+02, 2.2899080e+03, -2.3407770e+03
1.5836150e+02, 2.3907650e+03, -2.8560910e+03
1.2555800e+02, 2.5201030e+03, -3.5031090e+03
1.0044640e+02, 2.6731450e+03, -4.2633460e+03
7.9002810e+01, 2.8846510e+03, -5.2666700e+03
6.3344600e+01, 3.1268550e+03, -6.3928800e+03
5.0223210e+01, 3.4736740e+03, -7.8353010e+03
3.8422130e+01, 3.9281950e+03, -9.8899800e+03
3.1250000e+01, 4.3920270e+03, -1.1837110e+04
2.4933510e+01, 5.0227690e+03, -1.4384140e+04
1.9862290e+01, 5.8278510e+03, -1.7509520e+04
1.5625000e+01, 6.8510410e+03, -2.1458940e+04
1.2400790e+01, 8.1439420e+03, -2.6077960e+04
9.9311400e+00, 9.6861300e+03, -3.1421740e+04
7.9449150e+00, 1.1606170e+04, -3.7868180e+04
6.3173850e+00, 1.4032160e+04, -4.5764140e+04
5.0080130e+00, 1.7074080e+04, -5.5402410e+04
3.9457070e+00, 2.0876830e+04, -6.7258860e+04
3.1586930e+00, 2.5205750e+04, -8.0522950e+04
2.5040060e+00, 3.0722390e+04, -9.7314800e+04
1.9980820e+00, 3.7120240e+04, -1.1658040e+05
1.5846860e+00, 4.5003600e+04, -1.4027240e+05
1.2668920e+00, 5.4080140e+04, -1.6762780e+05
9.9904100e-01, 6.5528410e+04, -2.0254260e+05
7.9234280e-01, 7.8861480e+04, -2.4357260e+05
6.3344590e-01, 9.4203320e+04, -2.9121330e+05
5.0403230e-01, 1.1271880e+05, -3.4956160e+05
4.0064100e-01, 1.3496970e+05, -4.2049070e+05
3.1672300e-01, 1.6202460e+05, -5.0808830e+05
2.5201610e-01, 1.9371390e+05, -6.1141980e+05
2.0032050e-01, 2.3179240e+05, -7.3695160e+05
1.5889830e-01, 2.7815070e+05, -8.9022740e+05
1.2600810e-01, 3.3449460e+05, -1.0765360e+06
1.0016030e-01, 4.0168720e+05, -1.3003530e+06
7.9449200e-02, 4.8448410e+05, -1.5734670e+06
6.3173900e-02, 5.8615410e+05, -1.8981800e+06
5.0133700e-02, 7.1197780e+05, -2.2949730e+06
3.9825800e-02, 8.6612360e+05, -2.7724270e+06
3.1629600e-02, 1.0556440e+06, -3.3469020e+06
2.5120600e-02, 1.2906060e+06, -4.0413110e+06
1.9955300e-02, 1.5874050e+06, -4.8618890e+06
1.5852200e-02, 1.9556970e+06, -5.8669990e+06
1.2590700e-02, 2.4377680e+06, -7.1091430e+06
1.0001100e-02, 3.0322720e+06, -8.6143600e+06
